genes	weight
SNORD116-4	0.5498225857758096
CDKL5	0.5436620413154473
NFATC2	0.5127162480799852
KIAA0754	0.4771873012732812
PARD3B	0.4320155498385008
SERINC5	0.417084187004016
KIRREL	0.3916982549599762
GAS2L3	0.3744558489867765
SNURF	0.3690686380746659
ZSCAN23	0.3678516180213736
PAR5	0.3457645743301344
MPZL3	0.3430885799487245
CACNA2D1	0.34202444336387683
IL6ST	0.3413746054509925
ADAMTS15	0.3405457443807455
KCND3	0.3386725366428849
NHSL2	0.3337868521137424
STOX2	0.3282254094403375
PLXNC1	0.3204028642426018
PRKG1	0.3196740839362483
ROR1	0.3153281326517209
PDE3A	0.3100541272948821
RASEF	0.30818981734341194
SMAD9	0.3058482368395657
SNORD116-28	0.30216357729748583
EDIL3	0.3002406328130057
TMED7-TICAM2	0.29851466395653553
BICC1	0.297967564943956
AR	0.2967776033162333
PCDHGB5	0.2889919610973177
DKFZp686O24166	0.2881833195209291
WNT9A	0.2872610742272333
CASC5	0.2860915122897914
PCDHGB1	0.28104814346997525
PCDHGA2	0.2808143718225174
FMN1	0.2793525206619013
PREX2	0.2784692064892189
ARHGAP11B	0.2745789502980775
PCDHGB2	0.2702606069274638
PCDHGA12	0.2687968755852973
PCDHGA4	0.26859458253414376
CCDC144B	0.268402766362472
IL7R	0.2683612284682999
PRR11	0.2666586460252999
CLSPN	0.2653750488125257
DDR2	0.26074608088564466
MICALCL	0.2599371146240185
ITGA8	0.25810708762695994
DOC2B	0.2524086224400251
IGSF9B	0.25173430280269715
PCDHGB4	0.2516536801118293
PCDHGA9	0.25143603203348464
PCDHB11	0.2510035553819647
TNFSF15	0.2509534778360747
NIPAL1	0.24831204129427945
FRRS1	0.24471316103553986
IKZF3	0.24091592065465275
NOS1AP	0.2406737539671653
PROX1	0.2397620128187821
ADAMTS12	0.23777511384483024
PYGO1	0.2350906806794336
CSRNP3	0.2350619654940929
P2RY1	0.2332509424028679
TSHZ2	0.2294470679683147
ITGA9	0.2280505908226813
CCDC144A	0.22614991016794084
CCR4	0.22305123437586727
PCDHGC5	0.22282425852157414
FAM83G	0.21812724747247927
P2RX7	0.2160948570225288
BRIP1	0.2156233708053777
PCDHGB7	0.21410763178972295
RUNX1T1	0.21274200580712935
GPR173	0.2125436502235537
SLIT2	0.21036300407274144
GATSL2	0.20790981682854748
ABO	0.2075973762686485
KIAA1244	0.20739190705651728
ULBP3	0.2071528322123201
PCDHGB6	0.20667322201904928
GCNT4	0.2065282385732041
PCDHGA7	0.2056717769515238
FRMD3	0.20519332063572565
PIK3CG	0.20467533809023228
ADCY5	0.20309153418795126
PCDHGA10	0.20238287427645885
AVPR1A	0.20209812716566755
PCDHB8	0.2000468897925718
RNF150	0.19980429154222226
EFCAB4B	0.1993399153010787
KCNQ4	0.1993121194419222
BHLHA15	0.19822789765335336
KCNA3	0.1974041310025869
KCNJ5	0.19692202294510366
C6orf186	0.1960333829910344
HRH2	0.19500813386292126
ADAM22	0.19145748259626305
ILDR2	0.1906628751921745
WNK3	0.19028881361158545
PCDHGC4	0.19008526259887407
C1orf95	0.18895364945287432
FAM110C	0.18830038716749276
THSD7A	0.18724863163110028
PTAFR	0.18575609245551053
GPRIN3	0.1855336641772355
TRPV3	0.18445471029005314
UNC5C	0.18024601743894772
CENPI	0.17890486549042894
SULT1C4	0.17816665941140766
CYSLTR2	0.17814285684359146
PCDHAC2	0.17773676094330296
SERTAD4	0.17546998137627853
ZNF835	0.17480849984204636
C6orf27	0.17423226991297028
TSPAN5	0.17418299100099455
SUCNR1	0.17303448326863027
FLG	0.17288882598268646
ZNF727	0.17277253568000905
RAB19	0.17253203766406208
BRCA2	0.1724422081343033
CD84	0.1720340376261913
PHACTR1	0.17172926715405576
FOXC2	0.17165748793103566
CHRM3	0.1696355768736964
CXADR	0.16838192630381424
PCDHGA3	0.16739651863822502
VWA2	0.16675161367878605
COL27A1	0.16596955846777406
RGS7BP	0.16581108591277496
CKAP2L	0.16530310341461998
PVRL3	0.16517354196248327
FAM38B	0.1646693142083712
BTC	0.16317816555625247
SCN8A	0.162919282847905
TTC22	0.16233080889630194
GPLD1	0.16160773072388454
ATP8A2	0.15962241726212706
SPC24	0.1593775674099216
SOX5	0.15843714977408166
SCUBE3	0.1580496217751791
ITGB3	0.15652728924759549
EBF2	0.15489057080642396
ZNF486	0.15365670717153468
COL8A1	0.15328398636863613
GRIK4	0.1527725720918653
PDE1C	0.15152207513341945
EPPK1	0.1506770940662359
SORCS2	0.1503337722208785
SLC16A6	0.14914194852153262
C19orf26	0.1476258822751745
SLC16A7	0.14747890272415484
KCNQ3	0.14497977085440714
SHANK1	0.14492206110123038
