userId	geneSymbol	geneName	entrezgene	gLink
RGS7BP	RGS7BP	regulator of G protein signaling 7 binding protein	401190	https://www.ncbi.nlm.nih.gov/gene/?term=401190
CA4	CA4	carbonic anhydrase 4	762	https://www.ncbi.nlm.nih.gov/gene/?term=762
CPNE6	CPNE6	copine 6	9362	https://www.ncbi.nlm.nih.gov/gene/?term=9362
GSTA1	GSTA1	glutathione S-transferase alpha 1	2938	https://www.ncbi.nlm.nih.gov/gene/?term=2938
COL9A1	COL9A1	collagen type IX alpha 1 chain	1297	https://www.ncbi.nlm.nih.gov/gene/?term=1297
GLYAT	GLYAT	glycine-N-acyltransferase	10249	https://www.ncbi.nlm.nih.gov/gene/?term=10249
MYH7	MYH7	myosin heavy chain 7	4625	https://www.ncbi.nlm.nih.gov/gene/?term=4625
DMRTC1B	DMRTC1B	DMRT like family C1B	728656	https://www.ncbi.nlm.nih.gov/gene/?term=728656
CYP2W1	CYP2W1	cytochrome P450 family 2 subfamily W member 1	54905	https://www.ncbi.nlm.nih.gov/gene/?term=54905
FCAMR	FCAMR	Fc fragment of IgA and IgM receptor	83953	https://www.ncbi.nlm.nih.gov/gene/?term=83953
ART4	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)	420	https://www.ncbi.nlm.nih.gov/gene/?term=420
C1QL2	C1QL2	complement C1q like 2	165257	https://www.ncbi.nlm.nih.gov/gene/?term=165257
NPY5R	NPY5R	neuropeptide Y receptor Y5	4889	https://www.ncbi.nlm.nih.gov/gene/?term=4889
NRSN1	NRSN1	neurensin 1	140767	https://www.ncbi.nlm.nih.gov/gene/?term=140767
ADH1C	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	https://www.ncbi.nlm.nih.gov/gene/?term=126
DACH2	DACH2	dachshund family transcription factor 2	117154	https://www.ncbi.nlm.nih.gov/gene/?term=117154
SCGN	SCGN	secretagogin, EF-hand calcium binding protein	10590	https://www.ncbi.nlm.nih.gov/gene/?term=10590
SHH	SHH	sonic hedgehog signaling molecule	6469	https://www.ncbi.nlm.nih.gov/gene/?term=6469
C21orf62	C21orf62	chromosome 21 open reading frame 62	56245	https://www.ncbi.nlm.nih.gov/gene/?term=56245
SLC22A7	SLC22A7	solute carrier family 22 member 7	10864	https://www.ncbi.nlm.nih.gov/gene/?term=10864
SSTR5	SSTR5	somatostatin receptor 5	6755	https://www.ncbi.nlm.nih.gov/gene/?term=6755
SLC7A10	SLC7A10	solute carrier family 7 member 10	56301	https://www.ncbi.nlm.nih.gov/gene/?term=56301
CAMKV	CAMKV	CaM kinase like vesicle associated	79012	https://www.ncbi.nlm.nih.gov/gene/?term=79012
ST8SIA3	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	51046	https://www.ncbi.nlm.nih.gov/gene/?term=51046
NR1H4	NR1H4	nuclear receptor subfamily 1 group H member 4	9971	https://www.ncbi.nlm.nih.gov/gene/?term=9971
PABPC1L2B	PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B	645974	https://www.ncbi.nlm.nih.gov/gene/?term=645974
PI16	PI16	peptidase inhibitor 16	221476	https://www.ncbi.nlm.nih.gov/gene/?term=221476
CD5L	CD5L	CD5 molecule like	922	https://www.ncbi.nlm.nih.gov/gene/?term=922
P2RX2	P2RX2	purinergic receptor P2X 2	22953	https://www.ncbi.nlm.nih.gov/gene/?term=22953
ACSM2A	ACSM2A	acyl-CoA synthetase medium chain family member 2A	123876	https://www.ncbi.nlm.nih.gov/gene/?term=123876
PTPRQ	PTPRQ	protein tyrosine phosphatase, receptor type Q	374462	https://www.ncbi.nlm.nih.gov/gene/?term=374462
KCNB1	KCNB1	potassium voltage-gated channel subfamily B member 1	3745	https://www.ncbi.nlm.nih.gov/gene/?term=3745
CD300LG	CD300LG	CD300 molecule like family member g	146894	https://www.ncbi.nlm.nih.gov/gene/?term=146894
MPPED1	MPPED1	metallophosphoesterase domain containing 1	758	https://www.ncbi.nlm.nih.gov/gene/?term=758
PAH	PAH	phenylalanine hydroxylase	5053	https://www.ncbi.nlm.nih.gov/gene/?term=5053
FGF19	FGF19	fibroblast growth factor 19	9965	https://www.ncbi.nlm.nih.gov/gene/?term=9965
HEPACAM	HEPACAM	hepatic and glial cell adhesion molecule	220296	https://www.ncbi.nlm.nih.gov/gene/?term=220296
RAB3C	RAB3C	RAB3C, member RAS oncogene family	115827	https://www.ncbi.nlm.nih.gov/gene/?term=115827
EDN3	EDN3	endothelin 3	1908	https://www.ncbi.nlm.nih.gov/gene/?term=1908
PCDH8	PCDH8	protocadherin 8	5100	https://www.ncbi.nlm.nih.gov/gene/?term=5100
C14orf180	C14orf180	chromosome 14 open reading frame 180	400258	https://www.ncbi.nlm.nih.gov/gene/?term=400258
LGI1	LGI1	leucine rich glioma inactivated 1	9211	https://www.ncbi.nlm.nih.gov/gene/?term=9211
MYH6	MYH6	myosin heavy chain 6	4624	https://www.ncbi.nlm.nih.gov/gene/?term=4624
SLC22A11	SLC22A11	solute carrier family 22 member 11	55867	https://www.ncbi.nlm.nih.gov/gene/?term=55867
GSTA2	GSTA2	glutathione S-transferase alpha 2	2939	https://www.ncbi.nlm.nih.gov/gene/?term=2939
POU3F3	POU3F3	POU class 3 homeobox 3	5455	https://www.ncbi.nlm.nih.gov/gene/?term=5455
DCX	DCX	doublecortin	1641	https://www.ncbi.nlm.nih.gov/gene/?term=1641
HEPN1	HEPN1	hepatocellular carcinoma, down-regulated 1	641654	https://www.ncbi.nlm.nih.gov/gene/?term=641654
ADRA1A	ADRA1A	adrenoceptor alpha 1A	148	https://www.ncbi.nlm.nih.gov/gene/?term=148
DLK1	DLK1	delta like non-canonical Notch ligand 1	8788	https://www.ncbi.nlm.nih.gov/gene/?term=8788
AGXT2	AGXT2	alanine--glyoxylate aminotransferase 2	64902	https://www.ncbi.nlm.nih.gov/gene/?term=64902
GABRG1	GABRG1	gamma-aminobutyric acid type A receptor gamma1 subunit	2565	https://www.ncbi.nlm.nih.gov/gene/?term=2565
PRODH2	PRODH2	proline dehydrogenase 2	58510	https://www.ncbi.nlm.nih.gov/gene/?term=58510
