userId	geneSymbol	geneName	entrezgene	gLink
IFNG	IFNG	interferon gamma	3458	https://www.ncbi.nlm.nih.gov/gene/?term=3458
APCS	APCS	amyloid P component, serum	325	https://www.ncbi.nlm.nih.gov/gene/?term=325
CXCR2P1	CXCR2P1	C-X-C motif chemokine receptor 2 pseudogene 1	3580	https://www.ncbi.nlm.nih.gov/gene/?term=3580
FASLG	FASLG	Fas ligand	356	https://www.ncbi.nlm.nih.gov/gene/?term=356
ZNF683	ZNF683	zinc finger protein 683	257101	https://www.ncbi.nlm.nih.gov/gene/?term=257101
KLRC3	KLRC3	killer cell lectin like receptor C3	3823	https://www.ncbi.nlm.nih.gov/gene/?term=3823
CXCL11	CXCL11	C-X-C motif chemokine ligand 11	6373	https://www.ncbi.nlm.nih.gov/gene/?term=6373
KLRC2	KLRC2	killer cell lectin like receptor C2	3822	https://www.ncbi.nlm.nih.gov/gene/?term=3822
SLCO1B1	SLCO1B1	solute carrier organic anion transporter family member 1B1	10599	https://www.ncbi.nlm.nih.gov/gene/?term=10599
CSAG3	CSAG3	CSAG family member 3	389903	https://www.ncbi.nlm.nih.gov/gene/?term=389903
GC	GC	GC, vitamin D binding protein	2638	https://www.ncbi.nlm.nih.gov/gene/?term=2638
CXCL10	CXCL10	C-X-C motif chemokine ligand 10	3627	https://www.ncbi.nlm.nih.gov/gene/?term=3627
MAT1A	MAT1A	methionine adenosyltransferase 1A	4143	https://www.ncbi.nlm.nih.gov/gene/?term=4143
GZMH	GZMH	granzyme H	2999	https://www.ncbi.nlm.nih.gov/gene/?term=2999
LAG3	LAG3	lymphocyte activating 3	3902	https://www.ncbi.nlm.nih.gov/gene/?term=3902
HRG	HRG	histidine rich glycoprotein	3273	https://www.ncbi.nlm.nih.gov/gene/?term=3273
UBD	UBD	ubiquitin D	10537	https://www.ncbi.nlm.nih.gov/gene/?term=10537
JAKMIP1	JAKMIP1	janus kinase and microtubule interacting protein 1	152789	https://www.ncbi.nlm.nih.gov/gene/?term=152789
CSAG2	CSAG2	CSAG family member 2	102723547	https://www.ncbi.nlm.nih.gov/gene/?term=102723547
AIM2	AIM2	absent in melanoma 2	9447	https://www.ncbi.nlm.nih.gov/gene/?term=9447
CXCL9	CXCL9	C-X-C motif chemokine ligand 9	4283	https://www.ncbi.nlm.nih.gov/gene/?term=4283
ETV7	ETV7	ETS variant 7	51513	https://www.ncbi.nlm.nih.gov/gene/?term=51513
IDO1	IDO1	indoleamine 2,3-dioxygenase 1	3620	https://www.ncbi.nlm.nih.gov/gene/?term=3620
SAA4	SAA4	serum amyloid A4, constitutive	6291	https://www.ncbi.nlm.nih.gov/gene/?term=6291
SLCO1B3	SLCO1B3	solute carrier organic anion transporter family member 1B3	28234	https://www.ncbi.nlm.nih.gov/gene/?term=28234
FGB	FGB	fibrinogen beta chain	2244	https://www.ncbi.nlm.nih.gov/gene/?term=2244
CCL8	CCL8	C-C motif chemokine ligand 8	6355	https://www.ncbi.nlm.nih.gov/gene/?term=6355
KLRD1	KLRD1	killer cell lectin like receptor D1	3824	https://www.ncbi.nlm.nih.gov/gene/?term=3824
PDCD1	PDCD1	programmed cell death 1	5133	https://www.ncbi.nlm.nih.gov/gene/?term=5133
KLRK1	KLRK1	killer cell lectin like receptor K1	22914	https://www.ncbi.nlm.nih.gov/gene/?term=22914
SIRPG	SIRPG	signal regulatory protein gamma	55423	https://www.ncbi.nlm.nih.gov/gene/?term=55423
GBP5	GBP5	guanylate binding protein 5	115362	https://www.ncbi.nlm.nih.gov/gene/?term=115362
CD8A	CD8A	CD8a molecule	925	https://www.ncbi.nlm.nih.gov/gene/?term=925
GZMB	GZMB	granzyme B	3002	https://www.ncbi.nlm.nih.gov/gene/?term=3002
CD274	CD274	CD274 molecule	29126	https://www.ncbi.nlm.nih.gov/gene/?term=29126
CRTAM	CRTAM	cytotoxic and regulatory T cell molecule	56253	https://www.ncbi.nlm.nih.gov/gene/?term=56253
CXCR6	CXCR6	C-X-C motif chemokine receptor 6	10663	https://www.ncbi.nlm.nih.gov/gene/?term=10663
CRP	CRP	C-reactive protein	1401	https://www.ncbi.nlm.nih.gov/gene/?term=1401
CXCL13	CXCL13	C-X-C motif chemokine ligand 13	10563	https://www.ncbi.nlm.nih.gov/gene/?term=10563
TIGIT	TIGIT	T cell immunoreceptor with Ig and ITIM domains	201633	https://www.ncbi.nlm.nih.gov/gene/?term=201633
