userId	geneSymbol	geneName	entrezgene	gLink
CYP4F8	CYP4F8	cytochrome P450 family 4 subfamily F member 8	11283	https://www.ncbi.nlm.nih.gov/gene/?term=11283
FCRL5	FCRL5	Fc receptor like 5	83416	https://www.ncbi.nlm.nih.gov/gene/?term=83416
SAA2	SAA2	serum amyloid A2	6289	https://www.ncbi.nlm.nih.gov/gene/?term=6289
ADH7	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	131	https://www.ncbi.nlm.nih.gov/gene/?term=131
FAM177B	FAM177B	family with sequence similarity 177 member B	400823	https://www.ncbi.nlm.nih.gov/gene/?term=400823
TUBAL3	TUBAL3	tubulin alpha like 3	79861	https://www.ncbi.nlm.nih.gov/gene/?term=79861
AMPD1	AMPD1	adenosine monophosphate deaminase 1	270	https://www.ncbi.nlm.nih.gov/gene/?term=270
AKR1B15	AKR1B15	aldo-keto reductase family 1 member B15	441282	https://www.ncbi.nlm.nih.gov/gene/?term=441282
AMTN	AMTN	amelotin	401138	https://www.ncbi.nlm.nih.gov/gene/?term=401138
TNFRSF17	TNFRSF17	TNF receptor superfamily member 17	608	https://www.ncbi.nlm.nih.gov/gene/?term=608
AQP2	AQP2	aquaporin 2	359	https://www.ncbi.nlm.nih.gov/gene/?term=359
IGFL1	IGFL1	IGF like family member 1	374918	https://www.ncbi.nlm.nih.gov/gene/?term=374918
FCRL2	FCRL2	Fc receptor like 2	79368	https://www.ncbi.nlm.nih.gov/gene/?term=79368
C5orf46	C5orf46	chromosome 5 open reading frame 46	389336	https://www.ncbi.nlm.nih.gov/gene/?term=389336
STAP1	STAP1	signal transducing adaptor family member 1	26228	https://www.ncbi.nlm.nih.gov/gene/?term=26228
LCE3D	LCE3D	late cornified envelope 3D	84648	https://www.ncbi.nlm.nih.gov/gene/?term=84648
UGT1A1	UGT1A1	UDP glucuronosyltransferase family 1 member A1	54658	https://www.ncbi.nlm.nih.gov/gene/?term=54658
ADH4	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	127	https://www.ncbi.nlm.nih.gov/gene/?term=127
ODAM	ODAM	odontogenic, ameloblast associated	54959	https://www.ncbi.nlm.nih.gov/gene/?term=54959
TGM5	TGM5	transglutaminase 5	9333	https://www.ncbi.nlm.nih.gov/gene/?term=9333
SAA4	SAA4	serum amyloid A4, constitutive	6291	https://www.ncbi.nlm.nih.gov/gene/?term=6291
C6orf15	C6orf15	chromosome 6 open reading frame 15	29113	https://www.ncbi.nlm.nih.gov/gene/?term=29113
TNFRSF13B	TNFRSF13B	TNF receptor superfamily member 13B	23495	https://www.ncbi.nlm.nih.gov/gene/?term=23495
FCRL1	FCRL1	Fc receptor like 1	115350	https://www.ncbi.nlm.nih.gov/gene/?term=115350
PSG4	PSG4	pregnancy specific beta-1-glycoprotein 4	5672	https://www.ncbi.nlm.nih.gov/gene/?term=5672
UGT1A9	UGT1A9	UDP glucuronosyltransferase family 1 member A9	54600	https://www.ncbi.nlm.nih.gov/gene/?term=54600
CPB1	CPB1	carboxypeptidase B1	1360	https://www.ncbi.nlm.nih.gov/gene/?term=1360
SLURP1	SLURP1	secreted LY6/PLAUR domain containing 1	57152	https://www.ncbi.nlm.nih.gov/gene/?term=57152
UGT1A10	UGT1A10	UDP glucuronosyltransferase family 1 member A10	54575	https://www.ncbi.nlm.nih.gov/gene/?term=54575
UGT1A3	UGT1A3	UDP glucuronosyltransferase family 1 member A3	54659	https://www.ncbi.nlm.nih.gov/gene/?term=54659
RPTN	RPTN	repetin	126638	https://www.ncbi.nlm.nih.gov/gene/?term=126638
FAM25A	FAM25A	family with sequence similarity 25 member A	643161	https://www.ncbi.nlm.nih.gov/gene/?term=643161
C11orf86	C11orf86	chromosome 11 open reading frame 86	254439	https://www.ncbi.nlm.nih.gov/gene/?term=254439
UGT1A7	UGT1A7	UDP glucuronosyltransferase family 1 member A7	54577	https://www.ncbi.nlm.nih.gov/gene/?term=54577
UGT1A8	UGT1A8	UDP glucuronosyltransferase family 1 member A8	54576	https://www.ncbi.nlm.nih.gov/gene/?term=54576
