userId	geneSymbol	geneName	entrezgene	gLink
ALX1	ALX1	ALX homeobox 1	8092	https://www.ncbi.nlm.nih.gov/gene/?term=8092
TTR	TTR	transthyretin	7276	https://www.ncbi.nlm.nih.gov/gene/?term=7276
CDH18	CDH18	cadherin 18	1016	https://www.ncbi.nlm.nih.gov/gene/?term=1016
PSAPL1	PSAPL1	prosaposin like 1 (gene/pseudogene)	768239	https://www.ncbi.nlm.nih.gov/gene/?term=768239
CYP2C18	CYP2C18	cytochrome P450 family 2 subfamily C member 18	1562	https://www.ncbi.nlm.nih.gov/gene/?term=1562
C14orf180	C14orf180	chromosome 14 open reading frame 180	400258	https://www.ncbi.nlm.nih.gov/gene/?term=400258
COL2A1	COL2A1	collagen type II alpha 1 chain	1280	https://www.ncbi.nlm.nih.gov/gene/?term=1280
PLA2G3	PLA2G3	phospholipase A2 group III	50487	https://www.ncbi.nlm.nih.gov/gene/?term=50487
MAGEA9B	MAGEA9B	MAGE family member A9B	728269	https://www.ncbi.nlm.nih.gov/gene/?term=728269
NR0B2	NR0B2	nuclear receptor subfamily 0 group B member 2	8431	https://www.ncbi.nlm.nih.gov/gene/?term=8431
SAMD5	SAMD5	sterile alpha motif domain containing 5	389432	https://www.ncbi.nlm.nih.gov/gene/?term=389432
CACNG7	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7	59284	https://www.ncbi.nlm.nih.gov/gene/?term=59284
NELL1	NELL1	neural EGFL like 1	4745	https://www.ncbi.nlm.nih.gov/gene/?term=4745
ITLN2	ITLN2	intelectin 2	142683	https://www.ncbi.nlm.nih.gov/gene/?term=142683
MAGEA12	MAGEA12	MAGE family member A12	4111	https://www.ncbi.nlm.nih.gov/gene/?term=4111
DSG3	DSG3	desmoglein 3	1830	https://www.ncbi.nlm.nih.gov/gene/?term=1830
CIDEA	CIDEA	cell death inducing DFFA like effector a	1149	https://www.ncbi.nlm.nih.gov/gene/?term=1149
MSI1	MSI1	musashi RNA binding protein 1	4440	https://www.ncbi.nlm.nih.gov/gene/?term=4440
CTAG2	CTAG2	cancer/testis antigen 2	30848	https://www.ncbi.nlm.nih.gov/gene/?term=30848
SPOCK3	SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	50859	https://www.ncbi.nlm.nih.gov/gene/?term=50859
ADARB2	ADARB2	adenosine deaminase, RNA specific B2 (inactive)	105	https://www.ncbi.nlm.nih.gov/gene/?term=105
CGB7	CGB7	chorionic gonadotropin subunit beta 7	94027	https://www.ncbi.nlm.nih.gov/gene/?term=94027
SERPINB5	SERPINB5	serpin family B member 5	5268	https://www.ncbi.nlm.nih.gov/gene/?term=5268
RIMBP2	RIMBP2	RIMS binding protein 2	23504	https://www.ncbi.nlm.nih.gov/gene/?term=23504
AGXT	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	189	https://www.ncbi.nlm.nih.gov/gene/?term=189
HOXA13	HOXA13	homeobox A13	3209	https://www.ncbi.nlm.nih.gov/gene/?term=3209
